numero_expedient,codi_districte,nom_districte,codi_barri,nom_barri,codi_carrer,nom_carrer,num_postal,descripcio_dia_setmana,nk_Any,mes_any,nom_mes,dia_mes,hora_dia,descripcio_torn,longitud,latitud,causa,_id,etl_fecha_ingesta
2023S006149    ,8,Nou Barris,53,la Trinitat Nova,4409,Aiguablava,0002 0002,Dimarts,2023,10,Octubre,17,20,Tarda,2.179101189,41.445596628,No determinada,7668,2026-05-11 10:16:15.963225
2023S000701    ,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana,0611 0611,Dissabte,2023,2,Febrer,4,19,Tarda,2.189325851,41.452495363,No respectar distàncies,7669,2026-05-11 10:16:15.963225
2023S007455    ,8,Nou Barris,48,la Guineueta,351901,Valldaura,0206 0206,Divendres,2023,12,Desembre,15,16,Tarda,2.171873694,41.438480961,Manca d'atenció a la conducció,7670,2026-05-11 10:16:15.963225
2023S000786    ,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana,0617 0617,Dimecres,2023,2,Febrer,8,19,Tarda,2.188323344,41.450836426,Desconegut,7671,2026-05-11 10:16:15.963225
2023S002149    ,8,Nou Barris,48,la Guineueta,75101,Caçador,0004X0004X,Dissabte,2023,4,Abril,15,14,Tarda,2.166573355,41.441556316,Gir indegut o sense precaució,7672,2026-05-11 10:16:15.963225
2023S005282    ,8,Nou Barris,50,les Roquetes,701267,Dalt (Besòs),001440000,Dimecres,2023,9,Setembre,6,17,Tarda,2.176154967,41.445377239,No respectar distàncies,7673,2026-05-11 10:16:15.963225
2023S003683    ,8,Nou Barris,53,la Trinitat Nova,120807,Favència,0329X0329X,Dimarts,2023,6,Juny,20,7,Matí,2.17503932,41.444624605,Canvi de carril sense precaució,7674,2026-05-11 10:16:15.963225
2023S005381    ,8,Nou Barris,53,la Trinitat Nova,701267,Dalt (Besòs),001490000,Dilluns,2023,9,Setembre,11,20,Tarda,2.17503932,41.444624605,Manca d'atenció a la conducció,7675,2026-05-11 10:16:15.963225
2023S001547    ,8,Nou Barris,53,la Trinitat Nova,701267,Dalt (Besòs),001500000,Divendres,2023,3,Març,17,14,Tarda,2.181514384,41.446242348,No respectar distàncies,7676,2026-05-11 10:16:15.963225
2023S005213    ,8,Nou Barris,50,les Roquetes,701267,Dalt (Besòs),001480000,Dissabte,2023,9,Setembre,2,6,Matí,2.179591668,41.446070853,No respectar distàncies,7677,2026-05-11 10:16:15.963225
2023S002306    ,8,Nou Barris,52,la Prosperitat,336409,Tissó,0072 0072,Divendres,2023,4,Abril,21,20,Tarda,2.180214367,41.444723182,No cedir la dreta,7678,2026-05-11 10:16:15.963225
2023S006417    ,8,Nou Barris,52,la Prosperitat,127205,Flor de Neu,0069 0069,Dilluns,2023,10,Octubre,30,2,Nit,2.183008509,41.44522206,Manca d'atenció a la conducció,7679,2026-05-11 10:16:15.963225
2023S001673    ,8,Nou Barris,52,la Prosperitat,209900,Meridiana,0531 0531,Dijous,2023,3,Març,23,9,Matí,2.186818054,41.443910795,No respectar distàncies,7680,2026-05-11 10:16:15.963225
2023S004910    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,258509,Pitàgores,0041U0045U,Dimarts,2023,8,Agost,15,7,Matí,2.167062742,41.429195422,Manca d'atenció a la conducció,7681,2026-05-11 10:16:15.963225
2023S007173    ,8,Nou Barris,52,la Prosperitat,174307,Júlia,0128 0128,Dissabte,2023,12,Desembre,2,3,Nit,2.178821634,41.443612817,Manca d'atenció a la conducció,7682,2026-05-11 10:16:15.963225
2023S000228    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,194406,Maragall,0346 0348,Divendres,2023,1,Gener,13,8,Matí,2.165998908,41.427696356,No respectat pas de vianants,7683,2026-05-11 10:16:15.963225
2023S004544    ,8,Nou Barris,52,la Prosperitat,701268,Dalt (Llobregat),001500000,Dimecres,2023,7,Juliol,26,21,Tarda,2.181463185,41.446468071,Avançament defectuós/improcedent,7684,2026-05-11 10:16:15.963225
2023S007677    ,8,Nou Barris,52,la Prosperitat,120807,Favència,0424X0430X,Dimarts,2023,12,Desembre,26,19,Tarda,2.184824766,41.446716027,Gir indegut o sense precaució,7686,2026-05-11 10:16:15.963225
2023S002702    ,8,Nou Barris,52,la Prosperitat,120807,Favència,0348 0348,Dissabte,2023,5,Maig,6,10,Matí,2.181463185,41.446468071,No respectar distàncies,7687,2026-05-11 10:16:15.963225
2023S000479    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,209900,Meridiana,0383B0383B,Dimecres,2023,1,Gener,25,13,Matí,2.183702138,41.430000695,No respectar distàncies,7688,2026-05-11 10:16:15.963225
2023S003647    ,8,Nou Barris,52,la Prosperitat,26605,Artesania,0002 0004,Dilluns,2023,6,Juny,19,11,Matí,2.176309582,41.438579528,Gir indegut o sense precaució,7689,2026-05-11 10:16:15.963225
2023S000206    ,8,Nou Barris,52,la Prosperitat,26605,Artesania,0002 0004,Dijous,2023,1,Gener,12,14,Tarda,2.176309582,41.438579528,Desobeir altres senyals,7690,2026-05-11 10:16:15.963225
2023S005733    ,8,Nou Barris,52,la Prosperitat,282650,Rio de Janeiro,0129 0129,Divendres,2023,9,Setembre,29,7,Matí,2.185620502,41.442538964,Desobeir semàfor,7691,2026-05-11 10:16:15.963225
2023S002162    ,8,Nou Barris,45,Porta,7600,Alcúdia,0066 0066,Dissabte,2023,4,Abril,15,23,Nit,2.17495484,41.436705376,Desobeir altres senyals,7692,2026-05-11 10:16:15.963225
2023S000064    ,8,Nou Barris,45,Porta,356905,Verdum,0026 0026,Dimecres,2023,1,Gener,4,18,Tarda,2.17414606,41.437498628,Altres,7693,2026-05-11 10:16:15.963225
2023S002962    ,8,Nou Barris,45,Porta,356905,Verdum,0032 0032,Dijous,2023,5,Maig,18,23,Nit,2.174362865,41.437779594,Manca d'atenció a la conducció,7694,2026-05-11 10:16:15.963225
2023S005018    ,8,Nou Barris,46,el Turó de la Peira,119003,Fabra i Puig,0408 0408,Dimarts,2023,8,Agost,22,22,Nit,2.163604418,41.434009426,Gir indegut o sense precaució,7695,2026-05-11 10:16:15.963225
2023S001262    ,8,Nou Barris,46,el Turó de la Peira,295403,Sant Iscle,0075 0077,Divendres,2023,3,Març,3,21,Tarda,2.169641832,41.434492061,No determinada,7696,2026-05-11 10:16:15.963225
2023S001821    ,8,Nou Barris,46,el Turó de la Peira,103003,Doctor Pi i Molist,0077 0077,Dijous,2023,3,Març,30,9,Matí,2.172915126,41.433806465,Desobeir semàfor,7697,2026-05-11 10:16:15.963225
2023S005750    ,8,Nou Barris,46,el Turó de la Peira,119003,Fabra i Puig,0344 0344,Divendres,2023,9,Setembre,29,13,Matí,2.167020007,41.430311137,No determinada,7698,2026-05-11 10:16:15.963225
2023S005276    ,9,Sant Andreu,63,Navas,209900,Meridiana,0244 0244,Dimecres,2023,9,Setembre,6,13,Matí,2.187222643,41.417120774,No respectar distàncies,7727,2026-05-11 10:16:15.963225
2023S000469    ,9,Sant Andreu,62,el Congrés i els Indians,140407,Garcilaso,0166 0168,Dimarts,2023,1,Gener,24,14,Tarda,2.181323009,41.423416819,No respectat pas de vianants,7699,2026-05-11 10:16:15.963225
2023S006075    ,8,Nou Barris,45,Porta,7600,Alcúdia,0101 0101,Divendres,2023,10,Octubre,13,15,Tarda,2.176111757,41.438046043,No respectar distàncies,7700,2026-05-11 10:16:15.963225
2023S006373    ,9,Sant Andreu,60,Sant Andreu,201603,Onze de Setembre,0001 0001,Divendres,2023,10,Octubre,27,17,Tarda,2.195933701,41.429884187,Desobeir semàfor,7701,2026-05-11 10:16:15.963225
2023S006532    ,9,Sant Andreu,63,Navas,121402,Felip II,0049 0049,Dissabte,2023,11,Novembre,4,10,Matí,2.189083714,41.418738399,Desobeir semàfor,7702,2026-05-11 10:16:15.963225
2023S007179    ,9,Sant Andreu,63,Navas,367300,Biscaia,0412X0412X,Dissabte,2023,12,Desembre,2,12,Matí,2.184507357,41.418773634,Gir indegut o sense precaució,7703,2026-05-11 10:16:15.963225
2023S005220    ,9,Sant Andreu,63,Navas,115603,Espronceda,0323 0327,Dissabte,2023,9,Setembre,2,13,Matí,2.19118902,41.415440885,Desobeir altres senyals,7704,2026-05-11 10:16:15.963225
2023S005087    ,9,Sant Andreu,63,Navas,121402,Felip II,0031 0031,Dissabte,2023,8,Agost,26,1,Nit,2.19011739,41.417955448,Desobeir altres senyals,7705,2026-05-11 10:16:15.963225
2023S003787    ,9,Sant Andreu,63,Navas,121402,Felip II,0033 0035,Dissabte,2023,6,Juny,24,2,Nit,2.189638193,41.418115382,Manca d'atenció a la conducció,7706,2026-05-11 10:16:15.963225
2023S004146    ,9,Sant Andreu,63,Navas,121402,Felip II,0037 0037,Dissabte,2023,7,Juliol,8,21,Tarda,2.189638193,41.418115382,Gir indegut o sense precaució,7707,2026-05-11 10:16:15.963225
2023S002048    ,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,0001 0001,Dimarts,2023,4,Abril,11,15,Tarda,2.199734042,41.442813216,Avançament defectuós/improcedent,7708,2026-05-11 10:16:15.963225
2023S001276    ,9,Sant Andreu,57,la Trinitat Vella,701267,Dalt (Besòs),001590000,Dissabte,2023,3,Març,4,19,Tarda,2.193146846,41.447285914,No respectar distàncies,7709,2026-05-11 10:16:15.963225
2023S007015    ,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),001600000,Dissabte,2023,11,Novembre,25,20,Tarda,2.193732748,41.447942877,Manca d'atenció a la conducció,7710,2026-05-11 10:16:15.963225
2023S002545    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0488 0488,Diumenge,2023,4,Abril,30,20,Tarda,2.184402197,41.436610735,Desobeir semàfor,7711,2026-05-11 10:16:15.963225
2023S006339    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0274 0274,Dijous,2023,10,Octubre,26,23,Nit,2.186909296,41.420324234,Gir indegut o sense precaució,7712,2026-05-11 10:16:15.963225
2023S005909    ,9,Sant Andreu,61,la Sagrera,282300,Riera d'Horta,0001 0001,Divendres,2023,10,Octubre,6,12,Matí,2.184003144,41.428384097,Manca d'atenció a la conducció,7713,2026-05-11 10:16:15.963225
2023S006711    ,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,0098 0100,Diumenge,2023,11,Novembre,12,11,Matí,2.191086824,41.423944129,Manca d'atenció a la conducció,7714,2026-05-11 10:16:15.963225
2023S006984    ,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,0041 0047,Divendres,2023,11,Novembre,24,14,Tarda,2.188500828,41.422644709,Avançament defectuós/improcedent,7715,2026-05-11 10:16:15.963225
2023S007712    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0276 0276,Divendres,2023,12,Desembre,29,15,Tarda,2.187231385,41.42108719,Canvi de carril sense precaució,7716,2026-05-11 10:16:15.963225
2023S000263    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0278 0278,Dissabte,2023,1,Gener,14,15,Tarda,2.18723147,41.421205188,Altres,7717,2026-05-11 10:16:15.963225
2023S002539    ,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,0160 0160,Diumenge,2023,4,Abril,30,17,Tarda,2.181893834,41.424428902,Desobeir semàfor,7718,2026-05-11 10:16:15.963225
2023S001908    ,9,Sant Andreu,61,la Sagrera,121402,Felip II,0006 0006,Dilluns,2023,4,Abril,3,16,Tarda,2.191268323,41.417074769,Desobeir altres senyals,7719,2026-05-11 10:16:15.963225
2023S006433    ,9,Sant Andreu,57,la Trinitat Vella,701316,Josep Andreu i Abelló,0008X0008X,Dilluns,2023,10,Octubre,30,21,Tarda,2.190561206,41.448540965,No determinada,7720,2026-05-11 10:16:15.963225
2023S000837    ,9,Sant Andreu,57,la Trinitat Vella,701497,B-10 (Llobregat),000020000,Dissabte,2023,2,Febrer,11,15,Tarda,2.197603194,41.450052707,Canvi de carril sense precaució,7721,2026-05-11 10:16:15.963225
2023S000976    ,9,Sant Andreu,57,la Trinitat Vella,34400,Bàrcino,0028 0028,Divendres,2023,2,Febrer,17,0,Nit,2.193699061,41.452717122,Manca d'atenció a la conducció,7722,2026-05-11 10:16:15.963225
2023S007174    ,9,Sant Andreu,57,la Trinitat Vella,213704,Mireia,0007 0007,Dissabte,2023,12,Desembre,2,4,Nit,2.190036363,41.450303722,Altres,7723,2026-05-11 10:16:15.963225
2023S005404    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0628X0630X,Dimecres,2023,9,Setembre,13,8,Matí,2.187772689,41.445691819,Canvi de carril sense precaució,7724,2026-05-11 10:16:15.963225
2023S007439    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0046 0046,Divendres,2023,12,Desembre,15,13,Matí,2.193272352,41.446073401,Manca d'atenció a la conducció,7725,2026-05-11 10:16:15.963225
2023S003119    ,9,Sant Andreu,60,Sant Andreu,235809,Orfila,0006 0006,Divendres,2023,5,Maig,26,8,Matí,2.191415822,41.43603779,Desobeir semàfor,7726,2026-05-11 10:16:15.963225
2023S000164    ,9,Sant Andreu,60,Sant Andreu,322007,Segre,0024 0024,Dimarts,2023,1,Gener,10,15,Tarda,2.191725107,41.435304503,Desobeir altres senyals,7728,2026-05-11 10:16:15.963225
2023S006277    ,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall,0124 0128,Dimarts,2023,10,Octubre,24,18,Tarda,2.179603693,41.421855836,No determinada,7729,2026-05-11 10:16:15.963225
2023S000239    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0287 0291,Divendres,2023,1,Gener,13,16,Tarda,2.186603031,41.423379389,Altres,7730,2026-05-11 10:16:15.963225
2023S006488    ,9,Sant Andreu,62,el Congrés i els Indians,355709,Vèlia,0002 0002,Dijous,2023,11,Novembre,2,14,Tarda,2.180613332,41.426800651,Altres,7731,2026-05-11 10:16:15.963225
2023S001623    ,9,Sant Andreu,62,el Congrés i els Indians,274505,Ramon Albó,0078 0078,Dimarts,2023,3,Març,21,12,Matí,2.177231673,41.427790596,Gir indegut o sense precaució,7732,2026-05-11 10:16:15.963225
2023S004181    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0293 0295,Dilluns,2023,7,Juliol,10,12,Matí,2.186404012,41.423945813,Manca d'atenció a la conducció,7733,2026-05-11 10:16:15.963225
2023S007669    ,9,Sant Andreu,63,Navas,194406,Maragall,0076 0078,Dilluns,2023,12,Desembre,25,18,Tarda,2.180538691,41.418643313,Desconegut,7734,2026-05-11 10:16:15.963225
2023S007143    ,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,0169 0169,Dijous,2023,11,Novembre,30,17,Tarda,2.181346474,41.424436361,No respectar distàncies,7735,2026-05-11 10:16:15.963225
2023S006934    ,9,Sant Andreu,61,la Sagrera,39709,Berenguer de Palou,0037 0037,Dimecres,2023,11,Novembre,22,12,Matí,2.191653184,41.423832361,No determinada,7736,2026-05-11 10:16:15.963225
2023S001749    ,9,Sant Andreu,61,la Sagrera,233701,Olesa,0075 0077,Dilluns,2023,3,Març,27,7,Matí,2.186554943,41.424941935,Desconegut,7737,2026-05-11 10:16:15.963225
2023S005465    ,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,0216 0216,Divendres,2023,9,Setembre,15,19,Tarda,2.178277349,41.42678094,Altres,7738,2026-05-11 10:16:15.963225
2023S000327    ,9,Sant Andreu,62,el Congrés i els Indians,102907,Doctor Modrego,9999 9999,Dimarts,2023,1,Gener,17,18,Tarda,2.180582366,41.425226466,Gir indegut o sense precaució,7739,2026-05-11 10:16:15.963225
2023S005982    ,9,Sant Andreu,62,el Congrés i els Indians,274505,Ramon Albó,0042 0042,Dilluns,2023,10,Octubre,9,11,Matí,2.177307133,41.425480089,Gir indegut o sense precaució,7740,2026-05-11 10:16:15.963225
2023S007062    ,9,Sant Andreu,60,Sant Andreu,322007,Segre,0084B0084B,Divendres,2023,11,Novembre,24,15,Tarda,2.194397063,41.431358506,No respectat pas de vianants,7741,2026-05-11 10:16:15.963225
2023S007272    ,9,Sant Andreu,59,el Bon Pastor,318906,Santander,0071 0071,Dijous,2023,12,Desembre,7,16,Tarda,2.204667658,41.430950083,Avançament defectuós/improcedent,7742,2026-05-11 10:16:15.963225
2023S005716    ,9,Sant Andreu,59,el Bon Pastor,318906,Santander,0121U0121U,Dijous,2023,9,Setembre,28,13,Matí,2.209062326,41.435780974,Manca precaució efectuar marxa enrera,7743,2026-05-11 10:16:15.963225
2023S000187    ,9,Sant Andreu,59,el Bon Pastor,110508,Enric Sanchis,0040 0040,Dimecres,2023,1,Gener,11,21,Tarda,2.205949543,41.433403106,Altres,7744,2026-05-11 10:16:15.963225
2023S000187    ,9,Sant Andreu,59,el Bon Pastor,110508,Enric Sanchis,0040 0040,Dimecres,2023,1,Gener,11,21,Tarda,2.205949543,41.433403106,Manca d'atenció a la conducció,7745,2026-05-11 10:16:15.963225
2023S002244    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0390 0390,Dimecres,2023,4,Abril,19,14,Tarda,2.183702138,41.430000695,Altres,7746,2026-05-11 10:16:15.963225
2023S001435    ,9,Sant Andreu,60,Sant Andreu,306,Abat Odó,0066 0068,Dissabte,2023,3,Març,11,11,Matí,2.184281188,41.432582554,Manca d'atenció a la conducció,7747,2026-05-11 10:16:15.963225
2023S005687    ,9,Sant Andreu,57,la Trinitat Vella,34400,Bàrcino,0078I0078I,Dimecres,2023,9,Setembre,27,10,Matí,2.197406884,41.449719595,Altres,7748,2026-05-11 10:16:15.963225
2023S004395    ,9,Sant Andreu,59,el Bon Pastor,80101,Ciutat d'Asunción,0069 0069,Dimarts,2023,7,Juliol,18,20,Tarda,2.199734042,41.442813216,Gir indegut o sense precaució,7749,2026-05-11 10:16:15.963225
2023S003662    ,9,Sant Andreu,59,el Bon Pastor,80101,Ciutat d'Asunción,0024 0024,Dilluns,2023,6,Juny,19,14,Tarda,2.200377038,41.440271998,Altres,7750,2026-05-11 10:16:15.963225
2023S000657    ,9,Sant Andreu,59,el Bon Pastor,701266,Litoral (Llobregat),000160000,Dijous,2023,2,Febrer,2,20,Tarda,2.20798877,41.439822266,Canvi de carril sense precaució,7751,2026-05-11 10:16:15.963225
2023S006341    ,9,Sant Andreu,59,el Bon Pastor,701266,Litoral (Llobregat),0030S0000,Divendres,2023,10,Octubre,27,8,Matí,2.203828319,41.445818292,Manca d'atenció a la conducció,7752,2026-05-11 10:16:15.963225
2023S007726    ,9,Sant Andreu,57,la Trinitat Vella,701501,B-20 (Llobregat),001650000,Dissabte,2023,12,Desembre,30,22,Nit,2.195909427,41.449370196,Manca d'atenció a la conducció,7753,2026-05-11 10:16:15.963225
2023S006278    ,9,Sant Andreu,57,la Trinitat Vella,701501,B-20 (Llobregat),001650000,Dimarts,2023,10,Octubre,24,18,Tarda,2.19480597,41.451075788,Desobeir altres senyals,7754,2026-05-11 10:16:15.963225
2023S006354    ,9,Sant Andreu,57,la Trinitat Vella,701502,B-20 (Besòs),001630000,Dijous,2023,10,Octubre,26,20,Tarda,2.193612021,41.437176783,Desconegut,7755,2026-05-11 10:16:15.963225
2023S004588    ,9,Sant Andreu,59,el Bon Pastor,18902,Arbeca,0063 0063,Divendres,2023,7,Juliol,28,9,Matí,2.206032263,41.439604411,Canvi de carril sense precaució,7756,2026-05-11 10:16:15.963225
2023S001500    ,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,0026 0026,Dimecres,2023,3,Març,15,16,Tarda,2.203665599,41.443126102,Altres,7757,2026-05-11 10:16:15.963225
2023S006059    ,9,Sant Andreu,58,Baró de Viver,701631,Pilar Miró,0003X0003X,Dijous,2023,10,Octubre,12,11,Matí,2.197603194,41.450052707,No respectar distàncies,7758,2026-05-11 10:16:15.963225
2023S004007    ,9,Sant Andreu,59,el Bon Pastor,123306,Ferran Junoy,0044X0044X,Dilluns,2023,7,Juliol,3,11,Matí,2.196359681,41.440729618,Gir indegut o sense precaució,7759,2026-05-11 10:16:15.963225
2023S003261    ,9,Sant Andreu,59,el Bon Pastor,179504,Lima,0003 0003,Dijous,2023,6,Juny,1,17,Tarda,2.201313731,41.439430088,Manca precaució efectuar marxa enrera,7760,2026-05-11 10:16:15.963225
2023S003947    ,9,Sant Andreu,58,Baró de Viver,314100,Santa Coloma,0108U0108U,Dijous,2023,6,Juny,29,22,Nit,2.200596002,41.44843003,Manca d'atenció a la conducció,7761,2026-05-11 10:16:15.963225
2023S005005    ,9,Sant Andreu,58,Baró de Viver,80101,Ciutat d'Asunción,0084 0086,Dilluns,2023,8,Agost,21,19,Tarda,2.198143947,41.446872886,Gir indegut o sense precaució,7762,2026-05-11 10:16:15.963225
2023S004698    ,9,Sant Andreu,58,Baró de Viver,701357,Potosí,0001X0001X,Dimecres,2023,8,Agost,2,19,Tarda,2.198353339,41.442521047,Manca d'atenció a la conducció,7763,2026-05-11 10:16:15.963225
2023S005410    ,9,Sant Andreu,57,la Trinitat Vella,120807,Favència,0419 0441,Dimecres,2023,9,Setembre,13,13,Matí,2.190521045,41.446926099,Manca d'atenció a la conducció,7764,2026-05-11 10:16:15.963225
2023S006885    ,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),000150000,Dilluns,2023,11,Novembre,20,12,Matí,2.207175377,41.442205804,No respectar distàncies,7765,2026-05-11 10:16:15.963225
2023S006039    ,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),000150000,Dimecres,2023,10,Octubre,11,14,Tarda,2.207930773,41.440743599,Canvi de carril sense precaució,7766,2026-05-11 10:16:15.963225
2023S001502    ,8,Nou Barris,47,Can Peguera,63000,Capsec,0011 0011,Dimecres,2023,3,Març,15,15,Tarda,2.163882999,41.435395444,Manca precaució efectuar marxa enrera,7767,2026-05-11 10:16:15.963225
2023S005779    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,24304,Arnau d'Oms,0004 0010,Dissabte,2023,9,Setembre,30,19,Tarda,2.177299677,41.428680298,Altres,7768,2026-05-11 10:16:15.963225
2023S001480    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,119003,Fabra i Puig,0187 0187,Dimarts,2023,3,Març,14,11,Matí,2.177357118,41.430274759,Desconegut,7769,2026-05-11 10:16:15.963225
2023S000119    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111704,Escòcia,0053 0061,Dissabte,2023,1,Gener,7,14,Tarda,2.180755604,41.428670082,Gir indegut o sense precaució,7770,2026-05-11 10:16:15.963225
2023S004062    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111704,Escòcia,0053 0061,Dimecres,2023,7,Juliol,5,10,Matí,2.181706144,41.428658016,Manca d'atenció a la conducció,7771,2026-05-11 10:16:15.963225
2023S000107    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,194406,Maragall,0270 0270,Divendres,2023,1,Gener,6,21,Tarda,2.171372556,41.426911423,Manca d'atenció a la conducció,7772,2026-05-11 10:16:15.963225
2023S001009    ,8,Nou Barris,47,Can Peguera,349808,Urrutia,0052 0052,Dissabte,2023,2,Febrer,18,15,Tarda,2.166931629,41.43557076,Envair calçada contrària,7773,2026-05-11 10:16:15.963225
2023S006242    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0320B0320B,Dilluns,2023,10,Octubre,23,10,Matí,2.18688947,41.424986994,No determinada,7774,2026-05-11 10:16:15.963225
2023S005109    ,8,Nou Barris,45,Porta,282650,Rio de Janeiro,0067 0067,Dilluns,2023,8,Agost,28,10,Matí,2.180817951,41.438264547,Gir indegut o sense precaució,7775,2026-05-11 10:16:15.963225
2023S004306    ,8,Nou Barris,46,el Turó de la Peira,342707,Travau,0037 0037,Diumenge,2023,7,Juliol,16,18,Tarda,2.168719782,41.432262548,Manca d'atenció a la conducció,7776,2026-05-11 10:16:15.963225
2023S006122    ,8,Nou Barris,46,el Turó de la Peira,119003,Fabra i Puig,0340 0340,Dilluns,2023,10,Octubre,16,16,Tarda,2.1678208,41.430603005,Manca d'atenció a la conducció,7777,2026-05-11 10:16:15.963225
2023S006122    ,8,Nou Barris,46,el Turó de la Peira,119003,Fabra i Puig,0340 0340,Dilluns,2023,10,Octubre,16,16,Tarda,2.1678208,41.430603005,Altres,7778,2026-05-11 10:16:15.963225
2023S004759    ,8,Nou Barris,45,Porta,119003,Fabra i Puig,0262 0262,Dissabte,2023,8,Agost,5,21,Tarda,2.174359892,41.430310502,Altres,7779,2026-05-11 10:16:15.963225
2023S007372    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,274505,Ramon Albó,0077U0077U,Dimarts,2023,12,Desembre,12,20,Tarda,2.177231673,41.427790596,No respectat pas de vianants,7780,2026-05-11 10:16:15.963225
2023S003603    ,8,Nou Barris,45,Porta,289852,Rosselló i Porcel,0014 0014,Dissabte,2023,6,Juny,17,8,Matí,2.180860179,41.437009029,Manca precaució incorporació circulació,7781,2026-05-11 10:16:15.963225
2023S006967    ,8,Nou Barris,45,Porta,289852,Rosselló i Porcel,0019 0019,Dijous,2023,11,Novembre,23,20,Tarda,2.180531644,41.437177923,Altres,7782,2026-05-11 10:16:15.963225
2023S006017    ,8,Nou Barris,45,Porta,24304,Arnau d'Oms,0037 0037,Dimarts,2023,10,Octubre,10,23,Nit,2.177501621,41.430498996,Manca d'atenció a la conducció,7783,2026-05-11 10:16:15.963225
2023S001254    ,8,Nou Barris,45,Porta,190700,Malgrat,0079 0079,Divendres,2023,3,Març,3,13,Matí,2.179912237,41.431437475,Desobeir altres senyals,7784,2026-05-11 10:16:15.963225
2023S005957    ,8,Nou Barris,45,Porta,103003,Doctor Pi i Molist,0008 0008,Diumenge,2023,10,Octubre,8,14,Tarda,2.174762413,41.430734307,Altres,7785,2026-05-11 10:16:15.963225
2023S000517    ,8,Nou Barris,45,Porta,103003,Doctor Pi i Molist,0032 0034,Dijous,2023,1,Gener,26,18,Tarda,2.174323322,41.431525706,Desconegut,7786,2026-05-11 10:16:15.963225
2023S004523    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,0197 0197,Dimarts,2023,7,Juliol,25,17,Tarda,2.186597445,41.415054996,Desobeir semàfor,7798,2026-05-11 10:16:15.963225
2023S005468    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,0201 0201,Dissabte,2023,9,Setembre,16,2,Nit,2.186597445,41.415054996,Manca d'atenció a la conducció,7799,2026-05-11 10:16:15.963225
2023S005002    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,226400,Las Navas de Tolosa,0315 0315,Dilluns,2023,8,Agost,21,19,Tarda,2.185693709,41.416049881,No respectat pas de vianants,7800,2026-05-11 10:16:15.963225
2023S000728    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall,0052 0054,Dilluns,2023,2,Febrer,6,9,Matí,2.180452515,41.415786967,Desobeir semàfor,7801,2026-05-11 10:16:15.963225
2023S001822    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall,0033 0035,Dijous,2023,3,Març,30,11,Matí,2.180513566,41.415032305,Manca precaució incorporació circulació,7802,2026-05-11 10:16:15.963225
2023S007114    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,90502,Còrsega,0707 0707,Dimecres,2023,11,Novembre,29,21,Tarda,2.18073842,41.412800679,Desobeir semàfor,7803,2026-05-11 10:16:15.963225
2023S003530    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,90502,Còrsega,0654 0654,Dimecres,2023,6,Juny,14,8,Matí,2.178870867,41.411214488,No respectar distàncies,7804,2026-05-11 10:16:15.963225
2023S001553    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,90502,Còrsega,0671 0671,Divendres,2023,3,Març,17,18,Tarda,2.178870867,41.411214488,No respectat pas de vianants,7805,2026-05-11 10:16:15.963225
