Data,Descripcio_torn,temperature_2m,precipitation,rain,wind_speed_10m,weather_code
2022-12-24,Matí,12.7,0.0,0.0,10.0375,3
2022-12-24,Nit,11.55,0.0,0.0,9.5625,3
2022-12-24,Tarda,16.4875,0.0,0.0,11.1,1
2022-12-25,Matí,10.8125,0.0,0.0,8.0125,0
2022-12-25,Nit,9.5875,0.0,0.0,8.2,3
2022-12-25,Tarda,15.875,0.0,0.0,9.875,3
2022-12-26,Matí,11.675,0.0,0.0,10.3625,3
2022-12-26,Nit,9.4,0.0,0.0,9.675,3
2022-12-26,Tarda,16.8875,0.0,0.0,8.2875,3
2022-12-27,Matí,9.65,0.0,0.0,6.225,0
2022-12-27,Nit,7.9875,0.0,0.0,7.1,0
2022-12-27,Tarda,14.8375,0.0,0.0,9.8875,0
2022-12-28,Matí,9.45,0.0,0.0,8.4625,2
2022-12-28,Nit,8.6625,0.0,0.0,7.699999999999999,0
2022-12-28,Tarda,13.75,0.0,0.0,11.9875,0
2022-12-29,Matí,9.0625,0.0,0.0,9.375,3
2022-12-29,Nit,8.1375,0.0,0.0,8.8875,3
2022-12-29,Tarda,15.375,0.0,0.0,12.6125,3
2022-12-30,Matí,12.2125,0.0,0.0,7.75,3
2022-12-30,Nit,11.5125,0.0,0.0,8.05,3
2022-12-30,Tarda,16.1375,0.0,0.0,11.5625,3
2022-12-31,Matí,12.625,0.0,0.0,8.775,3
2022-12-31,Nit,11.3625,0.0,0.0,9.175,3
2022-12-31,Tarda,16.2375,0.0,0.0,11.375,1
2023-01-01,Matí,9.6,0.0,0.0,5.675,3
2023-01-01,Nit,8.8625,0.0,0.0,6.2875,3
2023-01-01,Tarda,14.450000000000001,0.0,0.0,4.1375,3
2023-01-02,Matí,8.725,0.0,0.0,5.6625000000000005,3
2023-01-02,Nit,9.8875,0.0,0.0,6.3,3
2023-01-02,Tarda,13.6875,0.0,0.0,4.7625,3
2023-01-03,Matí,10.15,0.0,0.0,6.5375,3
2023-01-03,Nit,9.85,0.0,0.0,7.15,3
2023-01-03,Tarda,13.7625,0.1,0.1,8.3125,51
2023-01-04,Matí,8.85,0.0,0.0,7.85,1
2023-01-04,Nit,8.1875,0.0,0.0,7.0125,0
2023-01-04,Tarda,13.325,0.0,0.0,5.6625,0
2023-01-05,Matí,7.5375,0.0,0.0,8.1,0
2023-01-05,Nit,6.75,0.0,0.0,9.3,0
2023-01-05,Tarda,13.1125,0.0,0.0,10.5125,0
2023-01-06,Matí,7.075,0.0,0.0,7.8875,1
2023-01-06,Nit,5.7,0.0,0.0,9.0875,0
2023-01-06,Tarda,11.9875,0.0,0.0,5.4375,0
2023-01-07,Matí,6.5375,0.0,0.0,10.1125,0
2023-01-07,Nit,5.75,0.0,0.0,8.5,3
2023-01-07,Tarda,11.6625,0.0,0.0,12.1875,3
2023-01-08,Matí,10.8875,0.4,0.4,11.375,51
2023-01-08,Nit,8.875,0.0,0.0,10.2125,3
2023-01-08,Tarda,13.2125,0.2,0.2,9.5375,51
2023-01-09,Matí,9.674999999999999,0.0,0.0,8.0,1
2023-01-09,Nit,10.8625,0.0,0.0,11.3375,2
2023-01-09,Tarda,14.175,0.0,0.0,19.55,2
2023-01-10,Matí,7.3999999999999995,0.0,0.0,11.65,3
2023-01-10,Nit,7.6375,0.0,0.0,11.6375,2
2023-01-10,Tarda,11.825,0.0,0.0,6.975,3
2023-01-11,Matí,8.5,0.0,0.0,10.925,3
2023-01-11,Nit,6.7875,0.0,0.0,8.825,3
2023-01-11,Tarda,14.625,0.0,0.0,7.6625,3
2023-01-12,Matí,7.9,0.0,0.0,10.9375,3
2023-01-12,Nit,7.075,0.0,0.0,9.212499999999999,3
2023-01-12,Tarda,12.3625,0.0,0.0,10.175,3
2023-01-13,Matí,8.4,0.0,0.0,10.55,3
2023-01-13,Nit,6.9875,0.0,0.0,8.425,3
2023-01-13,Tarda,12.975,0.0,0.0,5.0875,3
2023-01-14,Matí,7.1375,0.0,0.0,10.4875,3
2023-01-14,Nit,5.9625,0.0,0.0,7.7875,2
2023-01-14,Tarda,13.8625,0.0,0.0,12.35,3
2023-01-15,Matí,10.0,0.0,0.0,9.6125,3
2023-01-15,Nit,9.1,0.0,0.0,11.1375,3
2023-01-15,Tarda,13.5,0.7,0.7,14.9875,51
2023-01-16,Matí,8.75,0.0,0.0,15.8875,3
2023-01-16,Nit,8.5375,0.7,0.7,8.7,51
2023-01-16,Tarda,12.7,0.0,0.0,20.0,3
2023-01-17,Matí,13.725,0.0,0.0,22.725,1
2023-01-17,Nit,11.2125,0.5,0.5,14.4875,51
2023-01-17,Tarda,12.475,0.0,0.0,27.025,3
2023-01-18,Matí,6.8125,0.0,0.0,22.9625,3
2023-01-18,Nit,7.475,0.0,0.0,16.325,3
2023-01-18,Tarda,10.2125,0.0,0.0,12.7375,3
2023-01-19,Matí,5.5625,0.0,0.0,23.7625,3
2023-01-19,Nit,6.125,0.0,0.0,14.5,3
2023-01-19,Tarda,10.775,0.0,0.0,20.5875,3
2023-01-20,Matí,6.3125,0.0,0.0,6.55,0
2023-01-20,Nit,8.175,0.0,0.0,16.875,3
2023-01-20,Tarda,11.525,0.0,0.0,14.725,3
2023-01-21,Matí,4.300000000000001,0.0,0.0,11.325,0
2023-01-21,Nit,2.9625,0.0,0.0,10.3625,0
2023-01-21,Tarda,9.2875,0.0,0.0,18.325,1
2023-01-22,Matí,3.35,0.0,0.0,13.4375,2
2023-01-22,Nit,2.5125,0.0,0.0,11.925,2
2023-01-22,Tarda,9.8375,0.0,0.0,10.3375,3
2023-01-23,Matí,2.1375,0.0,0.0,7.7125,2
2023-01-23,Nit,2.9125,0.0,0.0,7.45,3
2023-01-23,Tarda,7.9375,0.0,0.0,7.175,3
2023-01-24,Matí,4.45,0.1,0.1,7.05,51
2023-01-24,Nit,3.6125,0.0,0.0,7.2375,3
2023-01-24,Tarda,7.075,0.7,0.7,6.3374999999999995,53
2023-01-25,Matí,7.075,0.0,0.0,9.7625,3
2023-01-25,Nit,5.45,0.30000000000000004,0.30000000000000004,9.0125,51
2023-01-25,Tarda,11.85,0.0,0.0,8.9,0
2023-01-26,Matí,3.4375,0.0,0.0,10.0625,1
2023-01-26,Nit,4.1875,0.0,0.0,8.6375,1
2023-01-26,Tarda,9.0125,0.0,0.0,7.725,2
2023-01-27,Matí,4.325,0.0,0.0,9.775,3
2023-01-27,Nit,5.725,0.1,0.1,6.7625,51
2023-01-27,Tarda,9.1,0.1,0.1,13.725,51
2023-01-28,Matí,4.5125,0.0,0.0,6.1,3
2023-01-28,Nit,5.8875,1.1,1.1,5.0125,53
2023-01-28,Tarda,7.8999999999999995,0.6000000000000001,0.6000000000000001,10.05,51
2023-01-29,Matí,4.6375,0.0,0.0,7.2125,3
2023-01-29,Nit,4.4375,0.1,0.1,6.199999999999999,51
2023-01-29,Tarda,8.825,0.0,0.0,6.6875,0
2023-01-30,Matí,4.0,0.0,0.0,11.9375,1
2023-01-30,Nit,3.1,0.0,0.0,10.4875,2
2023-01-30,Tarda,9.8375,0.0,0.0,14.675,3
2023-01-31,Matí,4.65,0.0,0.0,13.3875,0
2023-01-31,Nit,4.0625,0.0,0.0,11.575,1
2023-01-31,Tarda,11.65,0.0,0.0,6.125,0
2023-02-01,Matí,5.6125,0.0,0.0,8.825,0
2023-02-01,Nit,3.55,0.0,0.0,7.9375,0
2023-02-01,Tarda,11.7,0.0,0.0,7.0125,1
2023-02-02,Matí,6.6875,0.0,0.0,10.1625,0
2023-02-02,Nit,4.4625,0.0,0.0,9.3125,0
2023-02-02,Tarda,12.675,0.0,0.0,8.725,0
2023-02-03,Matí,6.5875,0.0,0.0,9.9875,0
2023-02-03,Nit,4.75,0.0,0.0,9.4625,0
2023-02-03,Tarda,12.8375,0.0,0.0,8.825,0
2023-02-04,Matí,7.4,0.0,0.0,8.8125,0
2023-02-04,Nit,6.725,0.0,0.0,11.2875,0
2023-02-04,Tarda,17.1375,0.0,0.0,6.3375,0
2023-02-05,Matí,7.825,0.0,0.0,11.0,0
2023-02-05,Nit,8.1125,0.0,0.0,10.0625,0
2023-02-05,Tarda,13.912500000000001,0.0,0.0,9.887500000000001,0
2023-02-06,Matí,8.825,0.30000000000000004,0.30000000000000004,15.4375,51
2023-02-06,Nit,8.675,0.0,0.0,12.024999999999999,3
2023-02-06,Tarda,9.6125,0.1,0.1,24.400000000000002,51
2023-02-07,Matí,7.8374999999999995,5.1,5.1,22.525,61
2023-02-07,Nit,8.55,4.4,4.4,20.65,63
2023-02-07,Tarda,9.6375,22.5,22.5,33.0125,63
2023-02-08,Matí,8.5,0.4,0.4,21.2375,51
2023-02-08,Nit,8.525,3.0,3.0,24.95,61
2023-02-08,Tarda,9.4875,0.1,0.1,22.0125,51
2023-02-09,Matí,7.05,0.0,0.0,15.4875,2
2023-02-09,Nit,7.5,0.0,0.0,13.7125,3
2023-02-09,Tarda,9.55,0.0,0.0,14.9125,3
2023-02-10,Matí,6.5,0.0,0.0,8.5375,0
2023-02-10,Nit,6.4,0.0,0.0,6.7625,3
2023-02-10,Tarda,10.3125,0.0,0.0,12.3625,2
2023-02-11,Matí,4.925,0.0,0.0,6.075,0
2023-02-11,Nit,3.3375,0.0,0.0,8.9875,0
2023-02-11,Tarda,10.475,0.0,0.0,7.325,0
2023-02-12,Matí,4.5,0.0,0.0,6.7125,0
2023-02-12,Nit,3.6,0.0,0.0,7.1,0
2023-02-12,Tarda,10.8875,0.0,0.0,12.2125,0
2023-02-13,Matí,4.85,0.0,0.0,6.925,0
2023-02-13,Nit,4.1875,0.0,0.0,7.45,0
2023-02-13,Tarda,11.65,0.0,0.0,12.2125,0
2023-02-14,Matí,5.7625,0.0,0.0,9.237499999999999,3
2023-02-14,Nit,5.1375,0.0,0.0,6.95,3
2023-02-14,Tarda,11.5125,0.0,0.0,12.975,3
2023-02-15,Matí,6.75,0.0,0.0,6.2,3
2023-02-15,Nit,5.7625,0.0,0.0,5.8375,3
2023-02-15,Tarda,12.174999999999999,0.0,0.0,9.2375,3
2023-02-16,Matí,7.4125,0.0,0.0,7.2875,3
2023-02-16,Nit,6.7,0.0,0.0,6.3875,3
2023-02-16,Tarda,11.6375,0.0,0.0,7.0875,3
2023-02-17,Matí,8.5125,0.0,0.0,9.6,0
2023-02-17,Nit,5.825,0.0,0.0,7.6875,0
2023-02-17,Tarda,14.9125,0.0,0.0,10.8375,0
2023-02-18,Matí,9.725,0.0,0.0,9.2,0
2023-02-18,Nit,7.3875,0.0,0.0,9.8875,0
2023-02-18,Tarda,15.25,0.0,0.0,13.2375,0
2023-02-19,Matí,8.7125,0.0,0.0,7.3999999999999995,3
2023-02-19,Nit,6.9875,0.0,0.0,7.9125,3
2023-02-19,Tarda,15.7625,0.0,0.0,7.875,3
2023-02-20,Matí,9.9,0.0,0.0,9.4625,3
2023-02-20,Nit,7.775,0.0,0.0,6.55,3
2023-02-20,Tarda,13.75,0.0,0.0,10.625,0
2023-02-21,Matí,9.1,0.1,0.1,5.699999999999999,51
2023-02-21,Nit,8.5,0.0,0.0,5.8625,3
2023-02-21,Tarda,14.825,0.0,0.0,13.274999999999999,3
2023-02-22,Matí,9.9125,0.0,0.0,5.675,3
2023-02-22,Nit,10.3,0.0,0.0,4.0625,3
2023-02-22,Tarda,13.4625,0.0,0.0,7.95,2
2023-02-23,Matí,9.15,0.0,0.0,4.8,3
2023-02-23,Nit,9.7125,0.30000000000000004,0.30000000000000004,7.95,51
2023-02-23,Tarda,12.6875,1.4,1.4,9.8625,53
2023-02-24,Matí,8.875,0.0,0.0,15.7375,2
2023-02-24,Nit,10.7,2.9,2.9,12.925,53
2023-02-24,Tarda,12.625,0.0,0.0,10.037500000000001,3
2023-02-25,Matí,8.275,0.0,0.0,9.7125,3
2023-02-25,Nit,7.9375,0.1,0.1,8.875,51
2023-02-25,Tarda,12.1125,0.0,0.0,9.8,3
2023-02-26,Matí,7.5625,1.8,1.8,10.175,51
2023-02-26,Nit,7.1375,3.0,2.7,7.2,73
2023-02-26,Tarda,10.975,0.7,0.7,13.575,51
2023-02-27,Matí,3.75,1.1,1.1,10.275,51
2023-02-27,Nit,4.5,5.7,4.3,10.175,75
2023-02-27,Tarda,7.875,0.0,0.0,6.074999999999999,3
2023-02-28,Matí,8.2,0.39999999999999997,0.39999999999999997,14.725,51
2023-02-28,Nit,6.8375,0.5,0.3,14.0,71
2023-02-28,Tarda,11.2625,0.3,0.3,11.1875,51
2023-03-01,Matí,4.6375,0.0,0.0,9.625,2
2023-03-01,Nit,4.7,0.0,0.0,13.8625,3
2023-03-01,Tarda,9.450000000000001,0.0,0.0,13.262500000000001,0
2023-03-02,Matí,6.375,0.1,0.1,6.5375,51
2023-03-02,Nit,5.55,0.0,0.0,9.725,3
2023-03-02,Tarda,10.95,0.1,0.1,7.875,51
2023-03-03,Matí,5.9875,0.0,0.0,6.2625,1
2023-03-03,Nit,6.6125,0.0,0.0,6.35,3
2023-03-03,Tarda,11.75,0.0,0.0,11.8875,3
2023-03-04,Matí,7.3625,0.0,0.0,11.3875,0
2023-03-04,Nit,5.7125,0.0,0.0,8.925,2
2023-03-04,Tarda,12.1875,0.0,0.0,10.975000000000001,0
2023-03-05,Matí,7.075,0.0,0.0,8.05,0
2023-03-05,Nit,5.2875,0.0,0.0,7.075,3
2023-03-05,Tarda,13.275,0.0,0.0,20.075,3
2023-03-06,Matí,8.625,0.0,0.0,6.7875,3
2023-03-06,Nit,6.95,0.0,0.0,5.6499999999999995,3
2023-03-06,Tarda,12.4125,0.2,0.2,12.875,51
2023-03-07,Matí,9.2625,0.0,0.0,8.7625,3
2023-03-07,Nit,7.375,0.0,0.0,6.5875,2
2023-03-07,Tarda,16.925,0.0,0.0,16.225,3
2023-03-08,Matí,13.4125,0.0,0.0,14.575,3
2023-03-08,Nit,10.9125,0.0,0.0,9.8625,3
2023-03-08,Tarda,20.1,0.0,0.0,20.4625,3
2023-03-09,Matí,15.3,1.4,1.4,10.475,53
2023-03-09,Nit,15.1875,0.0,0.0,12.3125,3
2023-03-09,Tarda,17.8125,0.1,0.1,20.6125,51
2023-03-10,Matí,15.4125,0.0,0.0,19.875,3
2023-03-10,Nit,14.375,0.0,0.0,11.95,3
2023-03-10,Tarda,21.9625,0.0,0.0,20.575,3
2023-03-11,Matí,18.375,0.0,0.0,31.025,3
2023-03-11,Nit,17.9875,0.0,0.0,21.625,3
2023-03-11,Tarda,23.7,0.0,0.0,16.2875,3
2023-03-12,Matí,13.525,0.0,0.0,8.8625,3
2023-03-12,Nit,13.85,0.0,0.0,4.875,3
2023-03-12,Tarda,15.625,0.0,0.0,10.7125,3
2023-03-13,Matí,14.4625,0.0,0.0,9.4,3
2023-03-13,Nit,12.4125,0.0,0.0,6.6375,3
2023-03-13,Tarda,17.3375,0.0,0.0,16.05,3
2023-03-14,Matí,14.95,0.0,0.0,20.05,3
2023-03-14,Nit,15.337499999999999,0.0,0.0,15.175,3
2023-03-14,Tarda,17.45,0.0,0.0,14.975,3
2023-03-15,Matí,12.1625,0.0,0.0,9.3625,3
2023-03-15,Nit,9.8125,0.0,0.0,5.7625,3
2023-03-15,Tarda,14.6875,0.0,0.0,10.975,3
2023-03-16,Matí,11.4375,0.0,0.0,6.325,3
2023-03-16,Nit,11.15,0.0,0.0,5.824999999999999,3
2023-03-16,Tarda,15.2375,0.0,0.0,12.95,0
2023-03-17,Matí,12.675,0.1,0.1,11.9375,51
2023-03-17,Nit,11.4125,0.0,0.0,7.4,3
2023-03-17,Tarda,14.8375,0.1,0.1,14.0875,51
2023-03-18,Matí,14.0125,0.0,0.0,6.324999999999999,3
2023-03-18,Nit,12.4875,0.1,0.1,6.375,51
2023-03-18,Tarda,15.075,0.0,0.0,12.387500000000001,3
2023-03-19,Matí,12.4875,0.0,0.0,4.6625,2
2023-03-19,Nit,11.975,0.9,0.9,5.0125,53
2023-03-19,Tarda,15.6125,0.0,0.0,13.6375,2
2023-03-20,Matí,11.1125,0.2,0.2,9.925,51
2023-03-20,Nit,11.0125,0.0,0.0,5.9125,2
2023-03-20,Tarda,15.0125,0.1,0.1,14.1625,51
2023-03-21,Matí,11.75,0.0,0.0,8.2,3
2023-03-21,Nit,10.45,0.0,0.0,6.3125,3
2023-03-21,Tarda,15.4625,0.0,0.0,13.0875,3
2023-03-22,Matí,12.0875,0.0,0.0,10.0625,3
2023-03-22,Nit,10.7,0.0,0.0,6.675,3
2023-03-22,Tarda,16.5,0.0,0.0,17.6875,3
2023-03-23,Matí,13.462499999999999,0.0,0.0,8.5125,3
2023-03-23,Nit,12.6125,0.0,0.0,6.6,3
2023-03-23,Tarda,16.3375,0.0,0.0,15.025,1
2023-03-24,Matí,14.35,0.0,0.0,7.6375,3
2023-03-24,Nit,12.6375,0.0,0.0,3.85,3
2023-03-24,Tarda,19.8625,0.0,0.0,12.2875,3
2023-03-25,Matí,14.075,0.0,0.0,7.2375,3
2023-03-25,Nit,13.2375,0.0,0.0,3.625,3
2023-03-25,Tarda,16.175,0.0,0.0,17.375,3
2023-03-26,Matí,16.2375,0.0,0.0,12.0625,2
2023-03-26,Nit,11.875,0.0,0.0,6.85,3
2023-03-26,Tarda,20.7875,0.0,0.0,12.2,1
2023-03-27,Matí,14.087499999999999,0.0,0.0,13.5875,1
2023-03-27,Nit,13.7,0.0,0.0,13.1,1
2023-03-27,Tarda,15.6875,0.0,0.0,17.7625,0
2023-03-28,Matí,12.6625,0.1,0.1,7.7875,51
2023-03-28,Nit,11.2,0.1,0.1,6.2375,51
2023-03-28,Tarda,15.3875,0.0,0.0,15.8125,3
2023-03-29,Matí,14.225,0.0,0.0,16.45,2
2023-03-29,Nit,11.75,0.0,0.0,9.3375,3
2023-03-29,Tarda,16.875,0.0,0.0,21.1375,3
2023-03-30,Matí,13.9125,0.0,0.0,10.5625,3
2023-03-30,Nit,11.3625,0.0,0.0,5.6,3
2023-03-30,Tarda,15.5625,0.0,0.0,10.5,3
2023-03-31,Matí,18.8375,0.0,0.0,14.7375,3
2023-03-31,Nit,12.9,0.0,0.0,7.3625,3
2023-03-31,Tarda,17.4875,0.0,0.0,20.0125,3
2023-04-01,Matí,14.2375,0.1,0.1,8.2375,51
2023-04-01,Nit,12.9875,1.4,1.4,7.6625,55
2023-04-01,Tarda,19.05,0.3,0.3,13.7625,51
2023-04-02,Matí,13.275,0.0,0.0,16.6875,3
2023-04-02,Nit,11.4375,0.0,0.0,6.3375,3
2023-04-02,Tarda,18.5,0.0,0.0,15.337499999999999,3
2023-04-03,Matí,11.9,0.0,0.0,9.95,1
2023-04-03,Nit,11.5125,0.1,0.1,7.6375,51
2023-04-03,Tarda,15.737499999999999,0.0,0.0,14.275,2
2023-04-04,Matí,11.737499999999999,0.0,0.0,10.3125,0
2023-04-04,Nit,10.325,0.0,0.0,7.125,3
2023-04-04,Tarda,14.5125,0.0,0.0,14.275,3
2023-04-05,Matí,11.0625,0.0,0.0,8.5375,0
2023-04-05,Nit,9.9625,0.0,0.0,6.95,3
2023-04-05,Tarda,15.2875,0.0,0.0,15.6,3
2023-04-06,Matí,11.8375,0.0,0.0,8.45,3
2023-04-06,Nit,10.225,0.0,0.0,6.7,3
2023-04-06,Tarda,15.8875,0.0,0.0,17.2,3
2023-04-07,Matí,12.875,0.0,0.0,10.7625,1
2023-04-07,Nit,10.8125,0.0,0.0,6.1875,0
2023-04-07,Tarda,17.475,0.0,0.0,21.575,2
2023-04-08,Matí,13.6125,0.0,0.0,10.4875,2
2023-04-08,Nit,11.475,0.0,0.0,4.35,2
2023-04-08,Tarda,15.675,0.0,0.0,15.3125,3
2023-04-09,Matí,14.2625,0.0,0.0,10.3125,3
2023-04-09,Nit,11.1,0.0,0.0,7.4875,3
2023-04-09,Tarda,17.2375,0.0,0.0,14.775,3
2023-04-10,Matí,13.85,0.0,0.0,6.5625,3
2023-04-10,Nit,12.2625,0.0,0.0,6.05,3
2023-04-10,Tarda,16.975,0.0,0.0,10.0375,3
2023-04-11,Matí,13.8625,0.0,0.0,6.225,3
2023-04-11,Nit,13.225,0.0,0.0,4.275,3
2023-04-11,Tarda,17.724999999999998,0.0,0.0,19.45,3
2023-04-12,Matí,14.9375,0.0,0.0,9.75,3
2023-04-12,Nit,13.0625,0.0,0.0,6.2625,3
2023-04-12,Tarda,22.9,0.0,0.0,17.5375,3
2023-04-13,Matí,13.1125,4.0,4.0,13.15,61
2023-04-13,Nit,12.5625,1.0,1.0,12.625,53
2023-04-13,Tarda,16.3625,0.0,0.0,17.1,3
2023-04-14,Matí,12.35,0.0,0.0,5.5125,3
2023-04-14,Nit,11.875,0.0,0.0,7.475,3
2023-04-14,Tarda,19.2375,0.0,0.0,22.9625,3
2023-04-15,Matí,14.7625,0.0,0.0,7.4375,2
2023-04-15,Nit,12.9375,0.0,0.0,7.0875,3
2023-04-15,Tarda,16.275,0.0,0.0,16.9875,3
2023-04-16,Matí,13.7125,0.0,0.0,8.625,3
2023-04-16,Nit,12.175,0.0,0.0,7.3125,3
2023-04-16,Tarda,16.8875,0.0,0.0,14.4375,3
2023-04-17,Matí,12.5,0.0,0.0,8.5375,3
2023-04-17,Nit,11.425,0.0,0.0,7.074999999999999,3
2023-04-17,Tarda,16.1625,0.0,0.0,12.6625,3
2023-04-18,Matí,13.712499999999999,0.0,0.0,7.7,3
2023-04-18,Nit,12.5,1.1,1.1,4.85,53
2023-04-18,Tarda,16.9875,0.0,0.0,14.5125,1
2023-04-19,Matí,14.2,0.0,0.0,8.462499999999999,2
2023-04-19,Nit,11.8125,0.0,0.0,5.075,3
2023-04-19,Tarda,17.8125,0.0,0.0,16.6,3
2023-04-20,Matí,14.975,0.0,0.0,11.8125,0
2023-04-20,Nit,12.2,0.0,0.0,6.6375,2
2023-04-20,Tarda,18.275,0.0,0.0,18.7625,3
2023-04-21,Matí,16.15,0.0,0.0,6.925,2
2023-04-21,Nit,14.375,0.0,0.0,2.625,3
2023-04-21,Tarda,18.2875,0.0,0.0,16.2125,3
2023-04-22,Matí,15.8,0.0,0.0,6.875,3
2023-04-22,Nit,14.0875,0.0,0.0,3.75,3
2023-04-22,Tarda,18.525,0.0,0.0,15.9625,3
2023-04-23,Matí,16.475,0.0,0.0,8.2375,3
2023-04-23,Nit,15.025,0.0,0.0,7.4875,3
2023-04-23,Tarda,20.075,0.0,0.0,23.4625,3
2023-04-24,Matí,15.75,0.0,0.0,6.112500000000001,3
2023-04-24,Nit,14.475,0.0,0.0,8.0125,3
2023-04-24,Tarda,17.8625,0.0,0.0,15.8625,3
2023-04-25,Matí,16.125,0.0,0.0,7.9375,3
2023-04-25,Nit,14.899999999999999,0.0,0.0,4.85,3
2023-04-25,Tarda,17.775,0.0,0.0,14.45,3
2023-04-26,Matí,17.0625,0.0,0.0,7.2875,3
2023-04-26,Nit,15.5375,0.0,0.0,4.2124999999999995,3
2023-04-26,Tarda,18.7125,0.0,0.0,13.9125,3
2023-04-27,Matí,17.6625,0.0,0.0,7.8125,3
2023-04-27,Nit,16.05,0.0,0.0,4.9125,3
2023-04-27,Tarda,21.05,0.0,0.0,16.3875,3
2023-04-28,Matí,18.275,0.0,0.0,6.7875,3
2023-04-28,Nit,15.887500000000001,0.0,0.0,3.2624999999999997,3
2023-04-28,Tarda,20.2875,0.0,0.0,10.65,3
2023-04-29,Matí,18.9,0.0,0.0,11.0125,3
2023-04-29,Nit,17.5625,5.3,5.3,5.625,63
2023-04-29,Tarda,20.15,9.4,9.4,11.5875,65
2023-04-30,Matí,18.325,0.4,0.4,7.375,51
2023-04-30,Nit,17.725,1.8,1.8,5.55,61
2023-04-30,Tarda,19.9125,0.3,0.3,7.1875,51
2023-05-01,Matí,15.912500000000001,2.4,2.4,6.075,61
2023-05-01,Nit,16.6,0.2,0.2,3.05,51
2023-05-01,Tarda,17.35,0.0,0.0,5.925000000000001,2
2023-05-02,Matí,16.1375,0.0,0.0,5.6125,3
2023-05-02,Nit,14.575,0.0,0.0,5.3625,3
2023-05-02,Tarda,20.0125,0.0,0.0,15.9875,0
2023-05-03,Matí,16.5625,0.0,0.0,6.9,3
2023-05-03,Nit,14.65,0.0,0.0,7.0874999999999995,3
2023-05-03,Tarda,20.375,0.0,0.0,17.025000000000002,3
2023-05-04,Matí,17.4,0.0,0.0,8.85,3
2023-05-04,Nit,15.55,0.0,0.0,3.475,3
2023-05-04,Tarda,20.1125,0.0,0.0,14.7125,3
2023-05-05,Matí,17.55,0.0,0.0,8.175,3
2023-05-05,Nit,15.4375,0.0,0.0,4.025,3
2023-05-05,Tarda,20.675,0.0,0.0,15.6875,3
2023-05-06,Matí,17.4125,0.0,0.0,7.6625,3
2023-05-06,Nit,15.9125,0.0,0.0,4.025,3
2023-05-06,Tarda,20.0375,0.0,0.0,10.6625,3
2023-05-07,Matí,18.3375,0.0,0.0,7.825,3
2023-05-07,Nit,17.4625,0.0,0.0,5.0,3
2023-05-07,Tarda,20.55,0.0,0.0,9.7375,3
2023-05-08,Matí,18.7,0.0,0.0,7.075,1
2023-05-08,Nit,17.25,0.0,0.0,6.0625,3
2023-05-08,Tarda,20.3875,0.0,0.0,10.925,3
2023-05-09,Matí,19.4125,0.0,0.0,8.8,3
2023-05-09,Nit,17.2125,0.1,0.1,7.175,51
2023-05-09,Tarda,21.3,4.0,4.0,15.5375,63
2023-05-10,Matí,17.45,1.5,1.5,9.15,53
2023-05-10,Nit,16.8,0.1,0.1,7.525,51
2023-05-10,Tarda,18.2375,0.0,0.0,19.9625,3
2023-05-11,Matí,15.5375,0.2,0.2,16.25,51
2023-05-11,Nit,14.95,7.2,7.2,8.4,63
2023-05-11,Tarda,17.6375,0.2,0.2,16.8875,51
2023-05-12,Matí,13.6125,7.7,7.7,8.0,63
2023-05-12,Nit,13.1125,2.2,2.2,8.1875,55
2023-05-12,Tarda,14.9125,2.1,2.1,8.575,55
2023-05-13,Matí,14.0,1.3,1.3,7.8875,55
2023-05-13,Nit,12.875,0.0,0.0,8.025,3
2023-05-13,Tarda,16.425,0.6000000000000001,0.6000000000000001,7.925,51
2023-05-14,Matí,15.4,0.2,0.2,6.987500000000001,51
2023-05-14,Nit,13.8625,0.0,0.0,5.0125,3
2023-05-14,Tarda,18.3375,0.4,0.4,9.75,51
2023-05-15,Matí,17.6375,0.0,0.0,9.4875,2
2023-05-15,Nit,15.0125,0.0,0.0,6.6,1
2023-05-15,Tarda,20.775,0.0,0.0,10.45,3
2023-05-16,Matí,17.4,0.1,0.1,10.8375,51
2023-05-16,Nit,14.6625,0.0,0.0,7.612500000000001,3
2023-05-16,Tarda,20.0375,0.0,0.0,12.5625,3
2023-05-17,Matí,16.275,0.0,0.0,9.05,1
2023-05-17,Nit,14.4375,0.0,0.0,9.4125,3
2023-05-17,Tarda,19.05,0.0,0.0,13.975,3
2023-05-18,Matí,15.725,0.0,0.0,6.1875,3
2023-05-18,Nit,14.6875,0.0,0.0,5.45,3
2023-05-18,Tarda,17.675,1.0,1.0,8.3375,51
2023-05-19,Matí,16.15,0.0,0.0,8.9125,1
2023-05-19,Nit,14.45,1.2999999999999998,1.2999999999999998,12.1625,53
2023-05-19,Tarda,17.2375,7.1,7.1,9.6125,63
2023-05-20,Matí,17.2875,0.0,0.0,12.0875,3
2023-05-20,Nit,14.7875,0.8999999999999999,0.8999999999999999,8.424999999999999,53
2023-05-20,Tarda,18.7,3.5,3.5,7.725,61
2023-05-21,Matí,16.0375,0.0,0.0,8.5375,3
2023-05-21,Nit,15.100000000000001,0.0,0.0,5.05,3
2023-05-21,Tarda,17.85,2.9,2.9,6.3375,61
2023-05-22,Matí,18.5875,0.0,0.0,7.0625,3
2023-05-22,Nit,16.05,0.1,0.1,5.3,51
2023-05-22,Tarda,19.125,0.6,0.6,6.775,51
